Date,High,Low,Open,Close,Volume,Adj Close
2019-03-20,53.5,49.5,52.75,49.79999923706055,2350800.0,48.276268005371094
2019-03-21,50.0,48.20000076293945,49.9900016784668,48.97999954223633,1764700.0,47.48135757446289
2019-03-22,49.95000076293945,48.15999984741211,48.79999923706055,48.599998474121094,844700.0,47.11298370361328
2019-03-25,49.400001525878906,48.0,48.599998474121094,49.150001525878906,440900.0,47.646156311035156
2019-03-26,49.75,48.18000030517578,49.0,48.849998474121094,504700.0,47.3553352355957
2019-03-27,50.779998779296875,49.0,49.0,50.099998474121094,1788600.0,48.56708908081055
2019-03-28,51.0,49.915000915527344,50.900001525878906,50.849998474121094,585400.0,49.29413986206055
2019-03-29,52.47999954223633,49.18000030517578,49.52000045776367,51.630001068115234,1769000.0,50.05027770996094
2019-04-01,54.38999938964844,51.25,52.29999923706055,53.5,19663400.0,51.863059997558594
2019-04-02,57.38999938964844,54.29999923706055,55.119998931884766,56.25,17414200.0,54.5289192199707
2019-04-03,57.20000076293945,55.5099983215332,57.08000183105469,56.880001068115234,15066200.0,55.13964080810547
2019-04-04,60.52000045776367,57.099998474121094,57.20000076293945,59.709999084472656,13309200.0,57.88304901123047
2019-04-05,58.97999954223633,56.27000045776367,58.38999938964844,57.2400016784668,17000800.0,55.48862838745117
2019-04-08,58.38999938964844,56.27000045776367,56.5,57.150001525878906,10764600.0,55.40138244628906
2019-04-09,57.20000076293945,56.08000183105469,56.79999923706055,56.27000045776367,9179900.0,54.54830551147461
2019-04-10,56.40999984741211,55.099998474121094,55.9900016784668,55.709999084472656,9081900.0,54.00543975830078
2019-04-11,56.209999084472656,54.83000183105469,55.70000076293945,54.88999938964844,7346100.0,53.21052932739258
2019-04-12,58.33000183105469,55.93000030517578,55.93000030517578,58.29999923706055,9281700.0,56.51619338989258
2019-04-15,58.849998474121094,57.290000915527344,58.56999969482422,57.779998779296875,5727300.0,56.01210403442383
2019-04-16,58.9900016784668,57.84000015258789,58.709999084472656,58.5,6681600.0,56.71007537841797
2019-04-17,59.04999923706055,58.20000076293945,58.95000076293945,58.31999969482422,6420700.0,56.53558349609375
2019-04-18,58.61000061035156,57.54999923706055,58.36000061035156,57.77000045776367,5178800.0,56.002410888671875
2019-04-22,58.40999984741211,57.2599983215332,57.47999954223633,57.88999938964844,4401700.0,56.11874008178711
2019-04-23,57.84000015258789,57.0,57.290000915527344,57.63999938964844,5687200.0,55.87638473510742
2019-04-24,57.88999938964844,55.8650016784668,57.4900016784668,55.97999954223633,5431300.0,54.26717758178711
2019-04-25,55.97999954223633,54.81999969482422,55.7599983215332,55.33000183105469,6260500.0,53.63706970214844
2019-04-26,55.599998474121094,54.95000076293945,55.29999923706055,55.25,4009800.0,53.559513092041016
2019-04-29,55.685001373291016,54.79999923706055,55.04999923706055,55.5,5935200.0,53.80186462402344
2019-04-30,57.20500183105469,55.599998474121094,55.7599983215332,56.72999954223633,6454100.0,54.994232177734375
2019-05-01,57.47999954223633,55.880001068115234,56.81999969482422,56.130001068115234,7644400.0,54.41259002685547
2019-05-02,56.4900016784668,52.029998779296875,55.540000915527344,52.70000076293945,13932700.0,51.0875358581543
2019-05-03,53.349998474121094,51.720001220703125,53.20000076293945,53.29999923706055,7401700.0,51.6691780090332
2019-05-06,54.029998779296875,51.70000076293945,52.150001525878906,53.459999084472656,6089500.0,51.82427978515625
2019-05-07,53.32500076293945,52.650001525878906,52.86000061035156,52.95000076293945,7330800.0,51.329891204833984
